,Word,Conc.M,Conc.SD
8396,monotheism,2.07,1.44
8397,monotone,3.07,1.27
8398,monotony,1.79,1.06
8399,monoxide,2.9,1.54
8400,monsieur,3.54,1.48
8401,monsignor,3.42,1.47
8402,monsoon,4.48,0.99
8403,monster,3.72,1.31
8404,monstrosity,2.4,1.3
8405,montage,2.93,1.46
8406,month,4.2,0.96
8407,monument,4.58,0.87
8408,moo,3.4,1.59
8409,mooch,2.28,1.24
8410,moocher,2.71,1.18
8411,mood,1.75,0.97
8412,moodiness,2.0,1.04
8413,moon,4.9,0.31
8414,moonbeam,3.81,1.33
8415,moonlight,4.43,0.96
8416,moonlighter,3.08,1.26
8417,moonrise,4.0,1.5
8418,moonscape,3.81,1.27
8419,moonshine,4.46,1.0
8420,moonshiner,3.92,1.26
8421,moonwalk,3.86,1.51
8422,moors,3.71,1.49
8423,moose,4.97,0.19
8424,mop,4.97,0.18
8425,morale,1.85,1.1
8426,moralist,2.67,1.4
8427,morality,1.47,0.97
8428,morals,1.31,0.6
8429,moratorium,2.12,1.23
8430,morbidity,2.47,1.36
8431,morgue,4.62,0.92
8432,mormon,3.85,1.49
8433,morning,3.44,1.5
8434,mornings,3.65,1.32
8435,moron,2.8,1.3
8436,morph,2.7,1.2
8437,morphine,4.5,0.92
8438,morsel,4.19,0.79
8439,mortality,1.46,0.74
8440,mortar,4.48,1.06
8441,mortgage,3.14,1.56
8442,mortician,4.3,1.14
8443,mortification,2.38,1.3
8444,mortuary,4.52,0.87
8445,mosaic,4.26,1.23
8446,mosque,4.54,0.92
8447,mosquito,4.88,0.33
8448,motel,4.93,0.26
8449,moth,4.69,0.84
8450,mothball,4.62,0.98
8451,mother,4.6,0.72
8452,motherboard,4.52,0.95
8453,motherfucker,2.31,1.42
8454,motherhood,3.0,1.6
8455,mothering,2.74,1.23
8456,motherland,2.78,1.5
8457,motif,2.45,1.21
8458,motion,3.8,1.24
8459,motionlessness,2.96,1.51
8460,motivation,2.1,1.21
8461,motivator,2.21,1.23
8462,motive,1.5,0.9
8463,motocross,4.04,1.31
8464,motor,4.84,0.47
8465,motorbike,4.79,0.79
8466,motorboat,4.93,0.26
8467,motorbus,4.92,0.28
8468,motorcade,3.92,1.2
8469,motorcar,4.93,0.38
8470,motorcycle,4.97,0.19
8471,motorcyclist,4.79,0.63
8472,motoring,3.58,1.3
8473,motorist,4.72,0.65
8474,motorway,4.88,0.33
8475,motto,2.48,1.43
8476,mound,4.63,0.56
8477,mount,4.0,1.12
8478,mountain,4.96,0.2
8479,mountaineering,3.15,1.13
8480,mountainside,4.48,0.95
8481,mountaintop,4.56,1.01
8482,mourner,3.62,1.27
8483,mourning,2.17,1.2
8484,mouse,4.83,0.59
8485,mousetrap,5.0,0.0
8486,mousse,4.83,0.58
8487,moustache,4.96,0.19
8488,mousy,2.5,1.24
8489,mouth,4.74,0.81
8490,mouthful,3.96,1.18
8491,mouthpiece,4.66,0.77
8492,mouthwash,4.67,0.73
8493,movement,3.63,1.24
8494,mover,3.75,1.08
8495,movers,4.16,1.21
8496,movie,4.59,1.08
8497,moviegoer,4.48,0.78
8498,moviemaker,4.2,1.21
8499,mower,4.86,0.44
8500,mozzarella,4.89,0.42
8501,muck,3.77,1.34
8502,mucous,4.17,1.34
8503,mucus,4.76,0.69
8504,mud,4.86,0.44
8505,muddiness,3.11,1.26
8506,mudslide,4.52,0.77
8507,mudslinger,3.43,1.4
8508,mudslinging,2.96,1.46
8509,muff,4.12,1.21
8510,muffin,4.78,0.85
8511,muffler,4.68,0.85
8512,mug,4.8,0.76
8513,mugger,4.27,1.03
8514,mugshot,4.67,0.73
8515,mulberry,4.48,1.09
8516,mulch,4.59,1.05
8517,mule,5.0,0.0
8518,mullet,4.78,0.8
8519,mullets,4.72,0.59
8520,multidimensionality,1.93,1.17
8521,multimedia,3.5,1.42
8522,multimillion,2.89,1.65
8523,multimillionaire,3.12,1.56
8524,multiphase,2.3,1.17
8525,multiplex,3.78,1.37
8526,multiplication,3.46,1.57
8527,multiplicity,2.21,1.23
8528,multiprocessing,2.17,1.34
8529,multiprocessor,3.63,1.52
8530,multispecies,2.88,1.51
8531,multisystem,2.7,1.54
8532,multitude,2.42,1.33
8533,multivitamin,4.77,0.77
8534,multivolume,2.92,1.74
8535,mum,4.11,1.34
8536,mummification,3.57,1.53
8537,mummy,4.72,0.74
8538,mumps,4.1,1.08
8539,munchkin,3.85,1.26
8540,municipality,2.44,1.25
8541,munitions,3.82,1.33
8542,mural,4.66,0.72
8543,murder,3.61,1.55
8544,murderer,3.83,1.23
8545,murderess,3.36,1.42
8546,murmur,3.19,1.47
8547,muscle,4.5,1.07
8548,muscleman,4.5,0.86
8549,muscularity,3.59,1.37
8550,musculature,3.41,1.5
8551,muse,2.45,1.43
8552,museum,4.6,0.91
8553,mushroom,4.83,0.76
8554,music,4.31,1.09
8555,musicality,1.96,1.16
8556,musician,4.42,0.95
8557,musicianship,2.07,1.21
8558,musicologist,3.46,1.43
8559,musicology,2.15,1.41
8560,musk,3.44,1.5
8561,musket,4.67,0.82
8562,musketeer,4.08,1.35
8563,muskrat,4.96,0.19
8564,muslin,4.04,1.29
8565,mussel,4.69,0.76
8566,mustache,4.9,0.3
8567,mustang,4.89,0.32
8568,mustard,4.93,0.25
8569,mutant,4.2,1.0
8570,mutation,3.52,1.28
8571,mutilation,3.14,1.16
8572,mutilator,2.83,1.36
8573,mutiny,2.24,0.97
8574,mutism,2.31,1.29
8575,mutt,3.89,1.42
8576,mutton,4.25,1.19
8577,mutuality,1.75,1.08
8578,muzzle,4.59,0.8
8579,myopia,2.92,1.67
8580,myriad,2.12,1.4
8581,mysteriousness,1.64,0.99
8582,mystery,2.33,1.66
8583,mysticism,1.86,1.21
8584,mystification,1.63,0.84
8585,mystique,1.67,1.07
8586,myth,2.17,1.36
8587,mythology,2.15,1.32
8588,nacho,4.86,0.36
8589,nailfile,4.36,1.15
8590,naivete,1.77,1.07
8591,naivety,1.74,1.01
8592,nakedness,3.76,1.3
8593,name,3.5,1.29
8594,nameplate,4.52,0.95
8595,namesake,2.55,1.35
8596,nanny,4.21,0.88
8597,nanosecond,2.85,1.63
8598,nanotechnology,2.83,1.61
8599,nap,4.03,1.21
8600,nape,4.44,1.15
8601,napkin,4.93,0.38
8602,nappy,3.19,1.71
8603,narcissism,1.85,1.05
8604,narcolepsy,3.29,1.41
8605,narcotic,4.04,1.24
8606,narcotics,4.59,0.68
8607,narration,2.93,1.22
8608,narrative,3.18,1.42
8609,narrator,3.89,1.13
8610,narrowness,3.32,1.39
8611,nastiness,2.24,1.39
8612,nation,3.62,1.32
8613,nationalism,1.78,1.15
8614,nationalist,2.09,1.11
8615,nationality,2.74,1.32
8616,nationalization,1.54,0.92
8617,natives,4.0,1.25
8618,nativity,3.6,1.35
8619,naturalist,3.42,1.35
8620,naturalization,2.11,1.17
8621,nature,2.92,1.62
8622,naughtiness,1.87,1.14
8623,nausea,3.36,1.39
8624,navel,4.71,0.85
8625,navigation,2.35,1.58
8626,navigator,3.9,1.16
8627,navy,3.93,1.18
8628,naysayer,2.64,1.34
8629,nazism,2.04,1.37
8630,nearness,2.58,1.47
8631,nearside,2.59,1.42
8632,nearsightedness,2.93,1.53
8633,neatness,2.42,1.25
8634,nebula,4.03,1.25
8635,nebulae,3.45,1.44
8636,nebulizer,4.44,1.22
8637,necessity,2.08,1.06
8638,neck,5.0,0.0
8639,neckband,4.77,0.51
8640,neckerchief,4.5,1.01
8641,necklace,4.96,0.19
8642,neckline,4.86,0.36
8643,necktie,4.96,0.19
8644,neckwear,4.56,0.65
8645,necromancy,2.54,1.45
8646,necrophilia,2.44,1.39
8647,nectar,4.63,0.67
8648,nectarine,5.0,0.0
8649,neediness,1.44,0.85
8650,needle,4.93,0.27
8651,needlepoint,4.48,0.89
8652,needles,4.96,0.19
8653,needlework,4.41,1.09
8654,negation,1.92,0.95
8655,negativism,2.22,1.28
8656,negativity,2.3,1.35
8657,negligee,4.48,1.16
8658,negligence,2.04,1.17
8659,negotiation,2.37,1.36
8660,negotiator,3.85,1.2
8661,negro,4.3,1.06
8662,neighbor,4.64,0.62
8663,neighborhood,4.75,0.44
8664,nemeses,2.78,1.37
8665,nemesis,2.89,1.42
8666,neoclassicism,1.93,1.07
8667,neon,4.07,1.26
8668,nephew,4.48,0.69
8669,nepotism,2.08,1.29
8670,nerd,3.23,1.07
8671,nerve,3.89,1.23
8672,nervousness,2.31,1.2
8673,nest,4.86,0.35
8674,net,4.53,1.17
8675,netherworld,2.61,1.64
8676,netting,4.39,1.07
8677,nettle,3.88,1.63
8678,network,3.2,1.32
8679,networking,2.69,1.54
8680,neurobiologist,3.84,1.24
8681,neurobiology,2.42,1.36
8682,neurochemistry,2.84,1.4
8683,neurologist,4.1,1.16
8684,neurology,2.5,1.48
8685,neuron,3.69,1.39
8686,neuropathology,2.83,1.44
8687,neuropathy,2.57,1.5
8688,neurophysiologist,3.0,1.73
8689,neurophysiology,2.83,1.65
8690,neuropsychologist,4.38,1.17
8691,neuroscience,3.14,1.3
8692,neuroscientist,4.0,1.3
8693,neuroses,1.69,0.97
8694,neurosis,2.41,1.42
8695,neurosurgeon,4.66,0.77
8696,neurosurgery,4.15,1.32
8697,neurotoxin,3.12,1.56
8698,neurotransmitter,2.92,1.63
8699,neutralist,2.33,1.43
8700,neutrality,1.63,0.97
8701,neutralization,2.21,1.18
8702,neutralizer,2.33,1.36
8703,neutron,2.69,1.51
8704,newbie,2.83,1.63
8705,newcomer,3.13,1.39
8706,newlywed,3.81,1.24
8707,newlyweds,3.79,1.34
8708,newness,1.79,0.86
8709,news,3.41,1.52
8710,newsagent,4.41,0.84
8711,newsbeat,2.12,1.21
8712,newsboy,4.42,0.95
8713,newsbreak,3.04,1.32
8714,newscast,4.26,1.13
8715,newscaster,4.5,0.94
8716,newsflash,3.82,1.16
8717,newsgroup,3.72,1.16
8718,newshound,3.19,1.33
8719,newsletter,4.66,0.94
8720,newsman,4.26,1.16
8721,newspaper,4.82,0.55
8722,newspaperman,4.5,0.95
8723,newspaperwoman,4.11,1.01
8724,newsprint,4.62,0.64
8725,newsreader,3.93,1.07
8726,newsreel,4.48,1.04
8727,newsroom,4.54,0.92
8728,newsstand,4.71,0.75
8729,newswoman,4.29,1.08
8730,nextdoor,3.59,1.19
8731,nexus,2.73,1.64
8732,niacin,3.32,1.67
8733,niceness,2.15,1.32
8734,niche,2.52,1.42
8735,nickel,4.79,0.77
8736,nickelodeon,4.19,1.3
8737,nickname,2.97,1.54
8738,nicotine,4.1,1.29
8739,niece,4.28,1.03
8740,niftiness,1.75,0.79
8741,nigger,3.5,1.8
8742,night,4.52,0.91
8743,nightcap,4.41,0.84
8744,nightcaps,4.07,1.33
8745,nightclub,4.96,0.2
8746,nightdress,4.62,0.75
8747,nightfall,3.79,1.4
8748,nightgown,4.9,0.41
8749,nightie,4.3,1.18
8750,nightlife,3.17,1.63
8751,nightlight,4.93,0.27
8752,nightmare,2.96,1.23
8753,nights,4.41,0.89
8754,nightshirt,5.0,0.0
8755,nightspot,3.68,1.35
8756,nightstand,4.81,0.79
8757,nightstick,4.74,0.53
8758,nighttime,3.86,1.48
8759,nightwear,4.63,0.74
8760,nimrod,2.65,1.41
8761,nincompoop,2.4,1.19
8762,ninepin,4.0,1.54
8763,ninja,4.28,1.02
8764,nip,3.43,1.29
8765,nipple,4.83,0.76
8766,nitrate,2.96,1.6
8767,nitrite,3.72,1.37
8768,nitrogen,3.41,1.55
8769,nitroglycerin,4.12,1.27
8770,nitroglycerine,4.27,1.31
8771,nitwit,3.26,1.48
8772,nobility,2.81,1.42
8773,nobleman,3.85,1.38
8774,nobleness,2.04,1.2
8775,noblewoman,3.41,1.45
8776,node,4.0,0.85
8777,nodule,3.62,1.47
8778,noggin,4.19,1.1
8779,noir,2.59,1.62
8780,noise,3.52,1.4
8781,noisemaker,4.11,1.19
8782,noisiness,2.74,1.4
8783,nomad,4.1,1.16
8784,nomination,2.85,1.54
8785,nominee,3.9,1.21
8786,nonaggression,1.9,1.11
8787,nonattendance,2.27,1.37
8788,nonchalance,1.81,0.75
8789,noncombat,2.13,1.42
8790,noncombatant,2.45,1.18
8791,noncommittal,1.68,1.02
8792,noncompliance,2.04,1.19
8793,nonconformist,2.53,1.38
8794,nondisclosure,2.0,1.19
8795,nonentity,1.74,1.21
8796,nonevent,2.3,1.49
8797,nonexistence,1.57,1.07
8798,nonfiction,3.5,1.32
8799,nonhuman,3.83,1.26
8800,nonintervention,1.86,1.16
8801,noninvolvement,1.52,0.85
8802,nonparticipation,2.13,1.07
8803,nonpayment,2.83,1.46
8804,nonperformance,2.37,1.33
8805,nonperson,2.08,1.06
8806,nonrandom,2.04,1.26
8807,nonsense,2.38,1.37
8808,nonsmoker,3.79,1.42
8809,nonstandard,2.59,1.43
8810,nonstarter,2.22,1.31
8811,nonstick,3.08,1.47
8812,nonsupport,2.31,1.19
8813,nonunion,1.74,1.1
8814,nonviolence,2.44,1.05
8815,noodle,4.71,0.85
8816,noodles,4.96,0.19
8817,nook,4.37,1.04
8818,noon,2.67,1.37
8819,noonday,3.84,1.55
8820,noontime,3.15,1.43
8821,noose,4.52,1.12
8822,norm,2.11,1.1
8823,normalcy,1.77,1.18
8824,normality,1.94,1.06
8825,normalness,1.5,0.96
8826,north,4.14,1.27
8827,northbound,3.56,1.4
8828,northeast,3.83,1.34
8829,northeaster,3.26,1.4
8830,northerner,3.21,1.4
8831,northwest,3.59,1.5
8832,nose,4.89,0.58
8833,nosebleed,4.43,1.01
8834,nosedive,3.48,1.34
8835,nosiness,2.72,1.36
8836,nostalgia,1.83,1.39
8837,nostril,4.89,0.42
8838,notary,3.69,1.38
8839,notation,3.07,1.54
8840,notch,4.23,0.91
8841,note,4.61,0.88
8842,notebook,4.92,0.27
8843,notepad,4.7,0.82
8844,notepaper,4.78,0.8
8845,nothingness,1.74,1.2
8846,notification,3.34,1.42
8847,notion,1.93,1.01
8848,notoriety,2.0,1.11
8849,nougat,4.21,1.2
8850,noun,3.15,1.61
8851,nourishment,2.97,1.45
8852,novel,4.21,1.15
8853,novelist,4.07,1.15
8854,novelty,2.21,1.32
8855,novice,2.68,1.54
8856,nozzle,4.91,0.3
8857,nuance,1.85,1.03
8858,nub,4.23,1.07
8859,nuclei,3.41,1.47
8860,nucleus,3.48,1.47
8861,nudeness,3.28,1.43
8862,nudge,4.47,0.86
8863,nudism,3.54,1.43
8864,nudist,4.66,0.72
8865,nudity,4.13,1.2
8866,nugget,4.45,1.02
8867,nuisance,2.19,1.27
8868,nuke,4.0,1.28
8869,,1.79,0.98
8870,nullification,2.14,1.21
8871,number,3.3,1.58
8872,numbness,2.33,1.33
8873,numeral,3.88,1.34
8874,numerator,3.0,1.33
8875,numerologist,3.48,1.3
8876,numerology,1.96,1.11
8877,numskull,2.87,1.32
8878,nun,4.92,0.28
8879,nunnery,3.5,1.56
8880,nuptials,3.15,1.38
8881,nurse,4.39,0.96
8882,nursemaid,4.5,1.03
8883,nursery,4.48,1.0
8884,nursing,3.76,1.15
8885,nurturer,2.7,1.52
8886,nut,4.52,0.85
8887,nutcase,2.93,1.24
8888,nutcracker,4.81,0.6
8889,nutcrackers,4.77,0.5
8890,nuthouse,3.79,1.1
8891,nutmeg,4.69,0.74
8892,nutrient,3.5,1.07
8893,nutrition,2.82,1.36
8894,nutritionist,4.0,1.28
8895,nutshell,4.29,1.15
8896,nuttiness,2.85,1.23
8897,nylon,4.7,0.82
8898,nymph,3.58,1.47
8899,nymphomania,2.4,1.41
8900,nymphomaniac,3.04,1.56
8901,oaf,3.65,1.13
8902,oak,4.82,0.39
8903,oar,4.84,0.52
8904,oarsman,3.72,1.43
8905,oasis,4.44,0.89
8906,oat,5.0,0.0
8907,oath,2.79,1.4
8908,oatmeal,4.93,0.37
8909,oats,4.78,0.8
8910,obedience,2.29,1.46
8911,obesity,3.24,1.27
8912,obituary,4.18,1.22
8913,object,3.66,1.54
8914,objectification,1.62,0.94
8915,objection,2.29,1.21
8916,objective,2.0,1.06
8917,objectivity,1.48,0.95
8918,objector,3.43,1.27
8919,obligation,2.04,1.02
8920,obliteration,2.0,1.02
8921,oblivion,1.37,0.63
8922,obliviousness,1.68,0.94
8923,obnoxiousness,1.93,1.18
8924,oboe,4.43,1.26
8925,obscenity,2.31,1.39
8926,obscurity,1.63,0.93
8927,observance,2.45,1.45
8928,observation,2.12,1.53
8929,observatory,4.48,1.15
8930,observer,3.88,1.4
8931,obsession,1.7,1.06
8932,obsidian,4.44,1.19
8933,obstacle,3.48,1.31
8934,obstetrician,4.31,1.16
8935,obstruction,3.73,1.34
8936,obtainer,2.88,1.51
8937,obviousness,1.93,1.3
8938,occasion,2.52,1.25
8939,occlusion,2.46,1.64
8940,occult,2.59,1.42
8941,occultism,2.21,1.17
8942,occultist,2.86,1.27
8943,occupancy,2.57,1.23
8944,occupant,3.5,1.17
8945,occupation,3.68,1.16
8946,occurrence,2.57,1.32
8947,ocean,4.86,0.35
8948,oceanfront,4.52,0.98
8949,oceanographer,3.97,1.25
8950,oceanography,3.15,1.54
8951,octagon,4.43,1.07
8952,octane,3.4,1.38
8953,octave,3.31,1.47
8954,octopi,4.88,0.6
8955,octopus,5.0,0.0
8956,oddball,2.74,1.32
8957,oddity,2.11,1.25
8958,oddness,1.77,1.01
8959,odds,2.24,1.46
8960,ode,2.91,1.5
8961,odometer,4.72,0.68
8962,odor,3.52,1.16
8963,odorant,3.65,1.26
8964,odyssey,2.64,1.35
8965,offence,3.07,1.41
8966,offender,3.88,1.14
8967,offense,2.03,1.02
8968,offensiveness,1.69,1.01
8969,office,4.93,0.27
8970,officemate,3.46,1.5
8971,officer,4.8,0.48
8972,offshoot,2.88,1.39
8973,offspring,3.93,1.13
8974,ogre,3.97,1.27
8975,ohm,2.48,1.34
8976,oil,4.93,0.26
8977,oilcan,4.62,1.1
8978,oilcloth,4.4,1.0
8979,oilman,4.56,0.93
8980,oilpaper,4.58,0.72
8981,oilskin,4.32,1.25
8982,ointment,4.5,1.11
8983,okra,4.78,0.6
8984,oldie,2.57,1.14
8985,oldness,2.7,1.23
8986,olympics,4.11,1.28
8987,omega,3.08,1.73
8988,omelet,4.93,0.38
8989,omelette,4.74,0.94
8990,omen,2.69,1.63
8991,omission,1.89,1.25
8992,omnipotence,1.58,1.06
8993,omniscience,1.79,1.44
8994,onboard,3.39,1.57
8995,oncologist,3.96,1.55
8996,oncology,3.0,1.56
8997,oneness,1.96,1.24
8998,onion,4.86,0.59
8999,onlooker,3.64,1.31
9000,onset,2.14,1.27
9001,onslaught,2.35,1.47
9002,onyx,4.64,0.99
9003,oomph,1.52,1.08
9004,opacity,2.93,1.27
9005,opal,4.42,1.17
9006,opener,3.81,1.3
9007,opening,3.79,1.29
9008,openness,1.9,1.11
9009,opera,4.28,1.03
9010,operation,3.44,1.28
9011,operator,4.21,0.88
9012,ophthalmologist,4.32,1.03
9013,ophthalmology,2.86,1.48
9014,opiate,4.17,1.34
9015,opinion,1.93,1.14
9016,opium,4.56,1.09
9017,opossum,4.93,0.26
9018,opponent,3.52,1.55
9019,opportunism,2.36,1.05
9020,opportunist,2.72,1.53
9021,opportunity,1.88,1.07
9022,opposition,2.25,1.24
9023,oppression,2.0,1.19
9024,oppressiveness,1.41,0.64
9025,oppressor,2.76,1.35
9026,optic,3.46,1.26
9027,optician,4.68,0.63
9028,optics,3.29,1.27
9029,optimism,1.48,0.89
9030,optimist,1.9,1.09
9031,optimization,1.96,1.4
9032,option,2.39,1.45
9033,optometrist,4.89,0.32
9034,optometry,3.48,1.38
9035,opus,3.25,1.48
9036,oracle,2.88,1.48
9037,orangey,3.21,1.32
9038,orangutan,4.81,0.49
9039,orator,4.0,1.19
9040,oratory,2.87,1.46
9041,orb,4.12,0.99
9042,orbit,3.93,1.17
9043,orbiter,3.56,1.28
9044,orchard,4.75,0.8
9045,orchestra,4.79,0.57
9046,orchestration,2.82,1.39
9047,orchid,4.92,0.28
9048,ordeal,2.04,1.15
9049,order,2.79,1.47
9050,orderliness,2.19,1.2
9051,ordinance,2.9,1.37
9052,ordinariness,1.85,0.97
9053,ordination,2.19,1.33
9054,ordnance,2.96,1.46
9055,ore,4.48,1.12
9056,oregano,4.81,0.79
9057,organ,4.77,0.59
9058,organism,4.16,1.14
9059,organist,4.0,1.22
9060,organization,3.0,1.44
9061,organizer,3.58,1.39
9062,orgasm,3.97,1.27
9063,orgy,3.67,1.27
9064,orientation,2.43,1.29
9065,orifice,4.36,1.03
9066,origami,4.38,1.21
9067,origin,2.03,1.25
9068,originality,1.86,1.08
9069,origination,2.07,1.24
9070,originator,2.52,1.25
9071,oriole,4.38,1.1
9072,ornament,4.04,1.34
9073,ornamentation,3.36,1.34
9074,orneriness,2.29,1.33
9075,ornithology,3.0,1.47
9076,orphan,4.04,1.16
9077,orphanage,4.65,0.93
9078,orthodontics,3.63,1.33
9079,orthodontist,4.43,1.03
9080,orthography,2.73,1.46
9081,orthopedics,3.54,1.2
9082,orthopedist,4.73,0.53
9083,oscillator,3.79,1.26
9084,oscilloscope,4.63,0.74
9085,osmosis,3.48,1.55
9086,osteoporosis,3.19,1.57
9087,ostrich,4.71,0.94
9088,otherness,1.62,0.9
9089,otherworld,2.5,1.62
9090,otter,4.86,0.74
9091,ottoman,4.9,0.41
9092,ounce,3.86,1.38
9093,outage,2.83,1.49
9094,outback,3.56,1.42
9095,outboard,4.07,1.11
9096,outbound,2.41,1.3
9097,outbox,3.78,1.59
9098,outbreak,3.04,1.13
9099,outbuilding,3.89,1.37
9100,outburst,2.76,1.18
9101,outcast,2.62,1.27
9102,outcome,2.27,1.4
9103,outcry,3.23,1.38
9104,outdoorsman,4.31,0.93
9105,outfield,4.03,1.27
9106,outfielder,4.67,0.68
9107,outfit,4.12,0.95
9108,outfitter,3.7,1.36
9109,outflow,3.31,1.29
9110,outgrowth,3.46,1.3
9111,outhouse,4.89,0.31
9112,outing,2.72,1.41
9113,outlaw,3.61,1.31
9114,outlay,2.52,1.23
9115,outlet,4.31,0.76
9116,outline,3.61,1.33
9117,outlook,1.97,1.38
9118,outpatient,3.24,1.38
9119,outpost,4.04,1.4
9120,outpour,2.56,1.22
9121,outpouring,2.46,1.36
9122,output,2.48,1.6
9123,outrage,2.45,1.38
9124,outrageousness,1.81,0.9
9125,outreach,2.57,1.14
9126,outset,2.21,1.25
9127,outsider,2.33,1.18
9128,outskirts,3.17,1.58
9129,outspokenness,2.48,1.24
9130,outtake,2.74,1.42
9131,outtakes,3.63,1.47
9132,ovary,4.18,1.39
9133,ovation,3.45,1.35
9134,oven,4.97,0.18
9135,overabundance,2.65,1.38
9136,overage,2.43,1.2
9137,overalls,4.74,0.94
9138,overbite,4.28,0.88
9139,overbuilt,2.81,1.41
9140,overcoat,4.5,1.07
9141,overcompensation,1.83,1.07
9142,overconfidence,1.81,1.3
9143,overdose,2.83,1.39
9144,overdraft,3.17,1.46
9145,overdrive,2.96,1.4
9146,overeater,3.37,1.24
9147,overemphasis,2.0,1.31
9148,overestimation,2.0,1.06
9149,overexcite,2.07,1.07
9150,overexcitement,2.64,1.5
9151,overexposure,2.41,1.19
9152,overextension,2.93,1.56
9153,overflow,3.72,1.33
9154,overhang,4.31,0.93
9155,overhaul,2.97,1.24
9156,overheads,2.64,1.35
9157,overindulgence,2.07,0.98
9158,overkill,2.32,1.42
9159,overlap,3.07,1.6
9160,overlay,3.3,1.3
9161,overload,2.69,1.39
9162,overlord,3.61,1.5
9163,overpass,4.11,1.19
9164,overpayment,3.14,1.48
9165,overpopulation,2.72,1.44
9166,overpressure,2.38,1.35
9167,overproduction,2.45,1.18
9168,overreaction,2.11,1.17
9169,overrepresentation,1.86,1.15
9170,override,2.58,1.26
9171,oversea,2.83,1.24
9172,overseer,3.73,1.26
9173,oversight,1.57,0.82
9174,oversimplification,2.17,1.31
9175,overstatement,1.54,0.9
9176,overstimulation,2.41,1.15
9177,overstock,3.28,1.36
9178,overtime,2.8,1.56
9179,overtone,2.41,1.28
9180,overture,3.08,1.53
9181,overview,3.28,1.51
9182,overzealousness,2.0,1.31
9183,ovulation,3.19,1.3
9184,ovum,4.38,1.17
9185,owl,4.93,0.26
9186,owner,3.78,1.15
9187,ownership,2.42,1.47
9188,ox,4.86,0.45
9189,oxbow,4.17,1.27
9190,oxcart,4.43,1.08
9191,oxen,4.29,1.33
9192,oxidation,3.33,1.45
9193,oxide,3.87,1.29
9194,oxidization,3.0,1.62
9195,oxidizer,3.37,1.11
9196,oxtail,4.5,0.88
9197,oxygen,3.66,1.72
9198,oxygenation,2.43,1.31
9199,oxymoron,1.68,1.02
9200,oyster,4.85,0.6
9201,ozone,3.5,1.5
9202,pace,3.11,1.29
9203,pacemaker,4.68,0.77
9204,pacer,3.64,1.38
9205,pacification,1.76,0.88
9206,pacifier,4.61,0.92
9207,pacifism,1.83,0.75
9208,pacifist,2.44,1.29
9209,package,4.72,0.7
9210,packaging,4.44,1.05
9211,packer,3.96,1.25
9212,packet,4.46,0.79
9213,packhorse,4.76,0.52
9214,pact,2.52,1.4
9215,pad,4.43,0.95
9216,padding,4.52,0.71
9217,paddle,4.8,0.48
9218,paddleball,4.33,1.07
9219,paddler,3.58,1.21
9220,paddock,4.22,1.54
9221,padlock,4.92,0.4
9222,padre,4.6,0.91
9223,paganism,2.2,1.44
9224,page,4.9,0.31
9225,pageant,4.0,1.2
9226,pageantry,2.52,1.39
9227,pageboy,4.08,1.2
9228,pager,4.57,0.92
9229,paging,3.42,1.33
9230,pagoda,4.67,1.01
9231,pail,4.93,0.38
9232,pain,3.5,1.58
9233,painkiller,4.18,1.02
9234,pains,3.65,1.41
9235,paintball,4.79,0.62
9236,paintbox,4.65,0.65
9237,paintbrush,4.79,0.69
9238,painter,4.52,0.85
9239,painting,4.59,0.91
9240,paintwork,4.41,1.09
9241,pair,3.88,1.27
9242,pajama,4.85,0.46
9243,pajamas,4.73,0.83
9244,pal,3.93,1.34
9245,palace,4.57,0.94
9246,palate,3.73,1.22
9247,paleface,3.0,1.39
9248,paleness,3.7,1.41
9249,paleontologist,4.62,0.68
9250,paleontology,3.2,1.5
9251,palette,4.3,1.03
9252,pallbearer,4.35,1.2
9253,pallet,4.59,1.09
9254,pallor,3.18,1.3
9255,palm,4.83,0.46
9256,palpation,3.23,1.45
9257,palpitation,3.32,1.46
9258,palsy,2.76,1.27
9259,pamphlet,4.61,0.74
9260,pan,4.86,0.44
9261,panache,1.61,0.84
9262,pancake,4.86,0.45
9263,pancreas,4.79,0.57
9264,pancreatitis,3.54,1.44
9265,panda,4.75,0.93
9266,pandemonium,2.24,1.24
9267,pane,3.86,1.53
9268,panel,4.26,1.29
9269,paneling,4.41,1.05
9270,panelist,4.31,1.04
9271,panfry,4.27,1.04
9272,pang,2.7,1.44
9273,panhandle,3.75,1.32
9274,panhandler,4.0,1.35
9275,panic,3.04,1.6
9276,panorama,3.41,1.35
9277,pansy,3.89,1.4
9278,pant,4.38,0.9
9279,pantaloons,4.79,0.83
9280,panther,4.93,0.26
9281,panties,4.9,0.31
9282,pantomime,3.84,1.03
9283,pantry,4.67,0.61
9284,pants,4.86,0.58
9285,pantsuit,4.78,0.85
9286,pantyhose,5.0,0.0
9287,papa,4.43,1.1
9288,paparazzi,4.11,1.22
9289,paparazzo,4.26,1.14
9290,papaya,4.87,0.43
9291,paper,4.93,0.38
9292,paperback,4.57,1.07
9293,paperboy,4.86,0.36
9294,paperclip,4.96,0.19
9295,paperhanger,4.04,1.46
9296,papering,3.21,1.42
9297,paperweight,4.78,0.7
9298,paperwork,4.63,0.63
9299,paprika,5.0,0.0
9300,papyrus,4.44,1.19
9301,par,2.26,1.45
9302,parable,1.89,1.15
